#BOF|2021.08.22|19:30:04
#SYM|CUR|NAME|CON|ISIN|REBATERATE|FEERATE|AVAILABLE|
SLI|USD|STANDARD LITHIUM LTD|275483215|CA8536061010|-16.4808|16.5608|250000|
SLLDY|USD|SANLAM LTD-SPONSORED ADR|75217332|XXXXXXXQ2084|-18.4929|18.5729|3000|
SLM|USD|SLM CORP|12211|XXXXXXXP1066|-0.1726|0.2526|>10000000|
SLMBP|USD|SLM CORPORATION PFD SER B|35146381|XXXXXXXP5026|-33.9443|34.0243|90000|
SLMNP|USD|LYONDELLBASELL ADVANCED|497004356|XXXXXXXE2028|-0.4147|0.4947|200|
SLN|USD|SILENCE THERAPEUTICS PLC|443955612|XXXXXXXQ1013|-5.5567|5.6367|10000|
SLNG|USD|STABILIS SOLUTIONS INC|376225768|XXXXXXXP1012|-7.5631|7.6431|6000|
SLNO|USD|SOLENO THERAPEUTICS INC|291702518|XXXXXXX32005|-1.4273|1.5073|800000|
SLNX|USD|SOLANBRIDGE GROUP INC|86657628|XXXXXXXT1043|-0.8384|0.9184|6800000|
SLP|USD|SIMULATIONS PLUS INC|28174576|XXXXXXX41053|-0.2068|0.2868|100000|
SLQD|USD|ISHARES 0-5 YR INV GRD CORP|136374388|XXXXXXXV1008|-3.3195|3.3995|250000|
SLQT|USD|SELECTQUOTE INC|423071297|XXXXXXX73005|-0.1700|0.2500|2500000|
SLRC|USD|SLR INVESTMENT CORP|72516371|XXXXXXXU1007|-0.2569|0.3369|600000|
SLRK|USD|SOLERA NATIONAL BANCORP INC|46448711|XXXXXXXT1043|-1.4750|1.5550|10000|
SLRW|USD|SOLARBROOK WATER AND POWER C|55952395|XXXXXXXP2083|-0.1700|0.2500|8400000|
SLRX|USD|SALARIUS PHARMACEUTICALS INC|375023931|XXXXXXXX1072|-4.4267|4.5067|600000|
SLS|USD|SELLAS LIFE SCIENCES GROUP I|390872440|XXXXXXXT2096|-8.4895|8.5695|350000|
SLSDF|USD|SELECT SANDS CORP|262397467|CA81619L1067|-44.9023|44.9823|150000|
SLSSF|USD|SOLARIS RESOURCES INC|425242715|CA83419D2014|-4.5407|4.6207|75000|
SLSZQ|USD|SLS INTL INC|30216482|XXXXXXX91028|-0.1700|0.2500|35000|
SLT|USD|PACER SALT HIGH TRUBETA US|447262046|XXXXXXXH6181|-0.1700|0.2500|200|
SLV|USD|ISHARES SILVER TRUST|39039301|XXXXXXXQ1094|-0.1700|0.2500|>10000000|
SLVDF|USD|SILVER DOLLAR RESOURCES INC|465932825|CA82767L1040|-7.0027|7.0827|200000|
SLVP|USD|ISHARES MSCI GLOBAL SILVER A|101795139|XXXXXXX63272|-4.8641|4.9441|300000|
SLVRF|USD|SILVER ONE RESOURCES INC|261831305|CA8280621092|-5.4198|5.4998|550000|
SLVTF|USD|SILVER TIGER METALS INC|422585229|CA82831T1093|-10.4513|10.5313|10000|
SLX|USD|VANECK VECTORS STEEL ETF|229726273|XXXXXXXF2056|-5.3566|5.4366|100000|
SLY|USD|SPDR S&amp;P 600 SMALL CAPETF|45540658|XXXXXXXA8137|-4.7990|4.8790|45000|
SLYG|USD|SPDR S&amp;P 600 SMALL CAP GROWT|45540622|XXXXXXXA2015|-6.1792|6.2592|85000|
SLYV|USD|SPDR S&amp;P 600 SMALL CAP VALUE|45540634|XXXXXXXA3005|-6.4047|6.4847|200000|
SM|USD|SM ENERGY CO|75472988|XXXXXXXL1008|-0.3065|0.3865|>10000000|
SMAA|USD|SMA ALLIANCE INC|95336994|XXXXXXXF2039|-1.0549|1.1349|>10000000|
SMAGF|USD|SOMA GOLD CORP|420867810|CA83445W1086|-0.8254|0.9054|3300000|
SMAL|USD|SUMMIT BANCSHARES INC|30216553|XXXXXXX01010|-0.8709|0.9509|1000|
SMAR|USD|SMARTSHEET INC-CLASS A|315686118|XXXXXXXN1037|-0.1700|0.2500|2400000|
SMBC|USD|SOUTHERN MISSOURI BANCORP|4818227|XXXXXXX01060|-0.3065|0.3865|250000|
SMBK|USD|SMARTFINANCIAL INC|207737140|XXXXXXXL2088|-0.8044|0.8844|550000|
SMCAY|USD|SMC CORP-SPONSORED ADR|145915625|XXXXXXXW3060|-18.2050|18.2850|100000|
SMCE|USD|SMC ENTERTAINMENT INC|87798138|XXXXXXXR1086|-0.7865|0.8665|1800000|
SMCI|USD|SUPER MICRO COMPUTER INC|43261373|XXXXXXXU1043|-0.2693|0.3493|1700000|
SMCP|USD|ALPHAMARK ACT MANAGED SMALL|191495655|XXXXXXXA8348|-5.5567|5.6367|9000|
SMDM|USD|SINGING MACHINE CO INC-THE|12228|XXXXXXX23041|-8.1566|8.2366|2000|
SMDV|USD|PROSHRS RSL 2000 DVD GRW ETF|183005008|XXXXXXXB6983|-3.4999|3.5799|10000|
SMDZF|USD|STRATEGIC METALS LTD|279262657|CA8627591073|-1.8127|1.8927|25000|
SMED|USD|SHARPS COMPLIANCE CORP|30216218|XXXXXXX71010|-0.2694|0.3494|200000|
SMEV|USD|SIMULATED ENVIRONMENT CONCEP|48162688|XXXXXXXN1046|-0.1700|0.2500|6000|
SMFG|USD|SUMITOMO MITSUI-SPONS ADR|80410784|XXXXXXXM2098|-0.2273|0.3073|1300000|
SMFKY|USD|SMURFIT KAPPA GROUP PLC-ADR|99672320|XXXXXXXW1062|-42.5216|42.6016|5000|
SMFR|USD|SEMA4 HOLDINGS CORP|504512050|XXXXXXXL1017|-1.9075|1.9875|200000|
SMFX|USD|S A M TRADE ASIA PTE LTD|474639318|XXXXXXXL1008|-0.7735|0.8535|6000|
SMG|USD|SCOTTS MIRACLE-GRO CO|274173|XXXXXXX61065|-0.1840|0.2640|1400000|
SMGI|USD|SMG INDUSTRIES INC|92164717|XXXXXXXK1025|-0.8384|0.9184|40000|
SMGZY|USD|SMITHS GROUP PLC- SPON ADR|80388795|XXXXXXXP2039|-80.2509|80.3309|10000|
SMH|USD|VANECK SEMICONDUCTOR|229725622|XXXXXXXF6768|-0.9351|1.0151|150000|
SMHB|USD|ETRACS MON PAY 2X LEV US -B|341215376|XXXXXXXE1661|-5.6920|5.7720|150000|
SMHI|USD|SEACOR MARINE HOLDINGS INC|276140774|XXXXXXXP1012|-0.5313|0.6113|1600000|
SMID|USD|SMITH-MIDLAND CORP|30216562|XXXXXXX61032|-5.1606|5.2406|45000|
SMIH|USD|SUMMIT HEALTHCARE ACQ-A|505405593|KYG8566R1020|-1.1400|1.2200|35000|
SMIHU|USD|SUMMIT HEALTHCARE ACQUISITIO|494739986|KYG8566R1285|-1.1400|1.2200|250000|
SMIN|USD|ISHARES MSCI INDIA SMALL-CAP|101484831|XXXXXXXB6149|-0.3913|0.4713|350000|
SMIT|USD|SCHMITT INDUSTRIES INC|4818271|XXXXXXX02005|-13.3247|13.4047|200000|
SMKG|USD|SMART CARD MARKETING SYSTEMS|40690270|XXXXXXX51026|-1.6206|1.7006|30000|
SMLF|USD|ISHARES MSCI USA SMALL-CAP M|192643876|XXXXXXXV2907|-108.7754|108.8554|85000|
SMLP|USD|SUMMIT MIDSTREAM PARTNERS LP|453027927|XXXXXXX24098|-15.1206|15.2006|700000|
SMLR|USD|SEMLER SCIENTIFIC INC|144177261|XXXXXXXM1045|-1.1632|1.2432|150000|
SMLV|USD|SPDR SSGA US SMALL CAP LOW|123103557|XXXXXXXR8878|-3.9329|4.0129|35000|
SMM|USD|SALIENT MIDSTREAM &amp; MLP FUND|107975859|XXXXXXXV1052|-6.7519|6.8319|600000|
SMMD|USD|ISHARES RUSSELL 2500 ETF|281768501|XXXXXXXG2681|-7.0337|7.1137|20000|
SMME|USD|SMARTMETRIC INC|38608255|XXXXXXXT1051|-1.4880|1.5680|300000|
SMMF|USD|SUMMIT FINANCIAL GROUP INC|30216573|XXXXXXXG1013|-0.6544|0.7344|450000|
SMMNY|USD|SIEMENS HEALTHINEE-UNSP ADR|317118495|XXXXXXXJ1043|-77.8333|77.9133|20000|
SMMR|USD|SYMMETRY TECHNOLOGIES INC|114670391|XXXXXXXJ1088|-0.2200|0.3000|9000|
SMMT|USD|SUMMIT THERAPEUTICS INC|446220213|XXXXXXXT1088|-5.9879|6.0679|90000|
SMMU|USD|PIMCO SHORT TERM MUNICIPAL B|72382389|XXXXXXXR8741|-106.9897|107.0697|20000|
SMMV|USD|ISHARES MSCI USA SMALL-CAP M|247473128|XXXXXXXG4331|-10.6987|10.7787|30000|
SMMYY|USD|SUMITOMO METAL MININ-UNS ADR|108730290|XXXXXXXT1043|-106.0547|106.1347|2000|
SMN|USD|PROSHARES ULTSHRT BASIC MAT|490791465|XXXXXXXG6145|-15.0385|15.1185|3000|
SMNEY|USD|SIEMENS ENERGY AG-UNSP ADR|455575415|XXXXXXXA1043|-2.3092|2.3892|1000|
SMNNY|USD|SHIMANO INC-UNSPON ADR|192134775|XXXXXXXC1018|-3.1210|3.2010|45000|
SMOG|USD|VANECK VECTORS LOW CARBON EN|229726202|XXXXXXXF5026|-5.1102|5.1902|15000|
SMP|USD|STANDARD MOTOR PRODS|12245|XXXXXXX61056|-0.2939|0.3739|1800000|
SMPL|USD|SIMPLY GOOD FOODS CO-THE|281858134|XXXXXXXL1026|-0.1700|0.2500|4000000|
SMRVF|USD|SMOOTH ROCK VENTURES CORP|449574021|CA83268K1084|-12.9627|13.0427|400|
SMSEY|USD|SAMSONITE INTERNAT-UNSP ADR|116542222|XXXXXXXU1079|-1.8812|1.9612|500000|
SMSI|USD|SMITH MICRO SOFTWARE INC|243943063|XXXXXXX42073|-0.1801|0.2601|800000|
SMSMY|USD|SIMS LTD-SPON ADR|49587999|XXXXXXX01008|-2.3092|2.3892|2000|
SMTC|USD|SEMTECH CORP|3655896|XXXXXXX01018|-0.1700|0.2500|2900000|
SMTI|USD|SANARA MEDTECH INC|365588076|XXXXXXXL1008|-0.5369|0.6169|95000|
SMTOY|USD|SUMITOMO ELEC INDS-UNSP ADR|77918718|XXXXXXX72033|-1.4973|1.5773|2000|
SMTS|USD|SIERRA METALS INC|118658918|CA82639W1068|-3.7258|3.8058|800000|
SMUUY|USD|SIAM COMMERCIAL BAN-UNSP ADR|84832230|XXXXXXX51055|-4.3930|4.4730|700|
SMWB|USD|SIMILARWEB LTD|490450373|IL0011751653|-1.4266|1.5066|40000|
SNA|USD|SNAP-ON INC|12259|XXXXXXX41012|-0.1748|0.2548|1700000|
SNANF|USD|SONA NANOTECH INC|335899075|CA83541C1059|-33.9998|34.0798|55000|
SNAP|USD|SNAP INC - A|268060148|XXXXXXXA1060|-0.1700|0.2500|>10000000|
SNAX|USD|STRYVE FOODS INC-CLASS A|504056230|XXXXXXX51037|-12.6859|12.7659|65000|
SNBR|USD|SLEEP NUMBER CORP|294630845|XXXXXXXX1037|-0.1700|0.2500|1800000|
SNCAF|USD|SNC-LAVALIN GROUP INC|75218499|CA78460T1057|-0.2653|0.3453|2000000|
SNCR|USD|SYNCHRONOSS TECHNOLOGIES INC|39529974|XXXXXXXB1035|-0.3037|0.3837|2100000|
SNCRL|USD|SYNCHRONOSS TECHNOLOGIES INC|501143702|XXXXXXXB3015|-2.4324|2.5124|8000|
SNCY|USD|SUN COUNTRY AIRLINES HOLDING|476396895|XXXXXXX31057|-0.4634|0.5434|350000|
SND|USD|SMART SAND INC|254358203|XXXXXXXH1077|-0.5781|0.6581|1900000|
SNDD|USD|REDHAWK HOLDINGS CORP|382764450|XXXXXXXQ1031|-0.8384|0.9184|3500000|
SNDL|USD|SUNDIAL GROWERS INC|376499916|CA86730L1094|-1.2831|1.3631|>10000000|
SNDR|USD|SCHNEIDER NATIONAL INC-CL B|271857752|XXXXXXXH1023|-0.3065|0.3865|2900000|
SNDX|USD|SYNDAX PHARMACEUTICALS INC|224441189|XXXXXXXF1057|-0.2339|0.3139|350000|
SNDZ|USD|SUNRIDGE INTERNATIONAL INC|69050826|XXXXXXXT1025|-1.2117|1.2917|600000|
SNES|USD|SENESTECH INC|402626207|XXXXXXXR2085|-27.9611|28.0411|200000|
SNEX|USD|STONEX GROUP INC|431495220|XXXXXXX61085|-0.2009|0.2809|1300000|
SNFCA|USD|SECURITY NATL FINL CORP-CL A|274491|XXXXXXX53092|-0.2767|0.3567|200000|
SNGX|USD|SOLIGENIX INC|251173496|XXXXXXX33074|-7.9862|8.0662|1300000|
SNII|USD|SUPERNOVA PARTNERS ACQUISI-A|481863661|KYG8T86C1052|-1.7679|1.8479|250000|
SNII U|USD|SUPERNOVA PARTNERS ACQUISITI|474517692|KYG8T86C1136|-1.2429|1.3229|45000|
SNIPF|USD|SNIPP INTERACTIVE INC|223572971|CA83306Y1025|-1.0549|1.1349|30000|
SNKTY|USD|INDEPENDENCE RESOURCES-ADR|98540552|XXXXXXXC1027|-0.1700|0.2500|20000|
SNLAY|USD|SINO LAND COMPANY LTD-SP ADR|75220115|XXXXXXX43086|-2.3092|2.3892|4000|
SNLN|USD|HIGHLAND-IBOXX SENIOR LOAN E|122207736|XXXXXXX17749|-3.9329|4.0129|20000|
SNLRF|USD|SENTINEL RESOURCES CORP-CA|494049373|CA81729D2005|-0.9683|1.0483|4000|
SNMN|USD|SNM GLOBAL HOLDINGS|55829501|XXXXXXXL2007|-0.1700|0.2500|300000|
SNMP|USD|EVOLVE TRANSITION INFRASTRUC|472507267|XXXXXXXM1045|-29.3257|29.4057|450000|
SNMRY|USD|SNAM RETE GAS-UNSPONSOR ADR|99902510|XXXXXXXA1060|-15.5701|15.6501|800|
SNN|USD|SMITH &amp; NEPHEW PLC -SPON ADR|6608538|XXXXXXXM2052|-0.3065|0.3865|1300000|
SNNAF|USD|SIENNA RESOURCES INC|257527531|CA82621E1060|-15.7383|15.8183|500|
SNNAQ|USD|SIENNA BIOPHARMACEUTICALS IN|283979428|XXXXXXXH1086|-1.2714|1.3514|250000|
SNNC|USD|SIBANNAC INC|181759641|XXXXXXXP1003|-1.4880|1.5680|100000|
SNNF|USD|SENECA FINANCIAL CORP|292181024|XXXXXXX11045|-1.2749|1.3549|15000|
SNNY|USD|SUNNYSIDE BANCORP INC|130947144|XXXXXXX51057|-3.0035|3.0835|7000|
SNOA|USD|SONOMA PHARMACEUTICALS INC|371589192|XXXXXXXL2043|-162.5227|162.6027|1000|
SNOW|USD|SNOWFLAKE INC-CLASS A|444884769|XXXXXXX51098|-0.1700|0.2500|4900000|
SNP|USD|CHINA PETROLEUM &amp; CHEM-ADR|10525507|XXXXXXXR1086|-0.3914|0.4714|250000|
SNPE|USD|XTRACKERS S&amp;P 500 ESG ETF|372737538|XXXXXXX11435|-6.8141|6.8941|200|
SNPHY|USD|SANTEN PHARMACEUTICAL-UN ADR|93970863|XXXXXXXP1003|-16.3820|16.4620|8000|
SNPO|USD|SNAP ONE HOLDINGS CORP|505002189|XXXXXXXY1055|-54.2703|54.3503|10000|
SNPR|USD|TORTOISE ACQUISITION CORP A|452066200|KYG895541020|-11.1472|11.2272|40000|
SNPR U|USD|TORTOISE ACQUISITION CORP II|444674995|KYG895541103|-1.1400|1.2200|40000|
SNPS|USD|SYNOPSYS INC|274499|XXXXXXX71076|-0.1700|0.2500|6300000|
SNPW|USD|SUN PACIFIC HOLDING CORP|292386804|XXXXXXXY1055|-1.8127|1.8927|9200000|
SNPX|USD|SYNAPTOGENIX INC|491895737|XXXXXXXT2015|-8.5807|8.6607|15000|
SNR|USD|NEW SENIOR INVESTMENT GROUP|171312789|XXXXXXX11034|-0.1700|0.2500|3700000|
SNRG|USD|SUSGLOBAL ENERGY CORP|340341139|XXXXXXXW1009|-2.5705|2.6505|400000|
SNRH|USD|SENIOR CONNECT ACQUISITION-A|468790592|XXXXXXXH1086|-1.3241|1.4041|850000|
SNRHU|USD|SENIOR CONNECT ACQUISITION C|459557805|XXXXXXXH2076|-1.2663|1.3463|500000|
SNSE|USD|SENSEI BIOTHERAPEUTICS INC|469347775|XXXXXXXA1088|-16.7693|16.8493|400000|
SNSGF|USD|SENSE TECHNOLOGIES INC|230621381|CA8169232052|-0.8254|0.9054|10000|
SNSR|USD|GLOBAL X INTERNET OF THINGS|247691385|XXXXXXXY7803|-4.5515|4.6315|15000|
SNST|USD|SUNSET CAPITAL ASSETS INC|101480153|XXXXXXXA3059|-1.2714|1.3514|100|
SNTG|USD|SENTAGE HOLDINGS INC|501143569|KYG8062B1068|-116.7320|116.8120|100000|
SNTX|USD|SUNTEX ENTERPRISES INC|263026690|XXXXXXXE1064|-1.2714|1.3514|200|
SNV|USD|SYNOVUS FINANCIAL CORP|150697028|XXXXXXXC5013|-0.2769|0.3569|6600000|
SNV PRD|USD|SYNOVUS FINANCIAL CORP|322967609|XXXXXXXC6003|-30.3639|30.4439|45000|
SNV PRE|USD|SYNOVUS FINANCIAL CORP|373949725|XXXXXXXC7092|-1.7308|1.8108|6000|
SNVP|USD|SAVOY ENERGY CORP|60856785|XXXXXXXP2002|-0.8254|0.9054|8700000|
SNWR|USD|SANWIRE CORP|123777432|XXXXXXXU1097|-2.1115|2.1915|950000|
SNWV|USD|SANUWAVE HEALTH INC|84114827|XXXXXXXD1072|-9.3920|9.4720|2200000|
SNX|USD|SYNNEX CORP|26904835|XXXXXXXW1009|-0.1700|0.2500|2500000|
SNY|USD|SANOFI-ADR|15435308|XXXXXXXN1054|-0.1720|0.2520|1400000|
SNYR|USD|SYNERGY CHC CORP|149956814|XXXXXXXD1090|-0.8397|0.9197|250000|
SO|USD|SOUTHERN CO-THE|12300|XXXXXXX71071|-0.1700|0.2500|>10000000|
SOAC|USD|SUSTAINABLE OPPORTUNITIES-A|427737350|KYG8598Y1098|-1.9408|2.0208|700000|
SOAC U|USD|SUSTAINABLE OPPORTUNITIES|420568990|KYG8598Y1254|-1.5987|1.6787|200|
SOBKY|USD|SOFTBANK CORP-UNSP ADR|360202456|XXXXXXXK1025|-8.5717|8.6517|15000|
SOBR|USD|SOBR SAFE INC|425754843|XXXXXXX21081|-2.7870|2.8670|900|
SOBS|USD|SOLVAY BANK SOLVAY N Y|30216643|XXXXXXXQ1058|-0.8254|0.9054|100|
SOCGP|USD|SOUTHERN CALIF GAS CO 6% PFD-A|30866831|XXXXXXX43007|-13.8092|13.8892|1000|
SOCL|USD|GLOBAL X SOCIAL MEDIA ETF|97477676|XXXXXXXE4162|-5.5439|5.6239|40000|
SODE|USD|SOCIAL DETENTION INC|255186953|XXXXXXX91098|-1.5002|1.5802|20000|
SODI|USD|SOLITRON DEVICES INC|30216646|XXXXXXX62084|-1.0549|1.1349|100000|
SOEN|USD|SOLAR ENERTECH CORP|38719473|XXXXXXX61012|-0.7995|0.8795|100000|
SOFI|USD|SOFI TECHNOLOGIES INC|494162724|XXXXXXXF1021|-0.5996|0.6796|>10000000|
SOFO|USD|SONIC FOUNDRY INC|70282866|XXXXXXXR2076|-0.8953|0.9753|200000|
SOGFF|USD|STRATEGIC OIL &amp; GAS LTD|268775829|CA86277F8468|-0.1700|0.2500|100000|
SOGO|USD|SOGOU INC-ADR|294648828|XXXXXXXV1044|-0.2022|0.2822|1700000|
SOGU|USD|THE SHORT DE-SPAC ETF|491932101|XXXXXXXL6314|-28.2897|28.3697|450000|
SOHO|USD|SOTHERLY HOTELS INC|126032980|XXXXXXXC1036|-0.2902|0.3702|450000|
SOHOB|USD|SOTHERLY HOTELS INC|246120545|XXXXXXXC3016|-20.4209|20.5009|150000|
SOHON|USD|SOTHERLY HOTELS INC|362169651|XXXXXXXC5094|-17.8855|17.9655|100000|
SOHOO|USD|SOTHERLY HOTELS INC|292499461|XXXXXXXC4006|-30.5548|30.6348|150000|
SOHU|USD|SOHU.COM LTD-ADR|320224936|XXXXXXXS1087|-0.1931|0.2731|650000|
SOI|USD|SOLARIS OILFIELD INFRAST-A|275582621|XXXXXXXM1036|-0.2793|0.3593|1500000|
SOJB|USD|SO 5 1-4 10-01-76 PFD|247691388|XXXXXXX73051|-0.6854|0.7654|40000|
SOJC|USD|SO 5 1-4 12-01-77 PFD|297167919|XXXXXXX74042|-0.3584|0.4384|6000|
SOJD|USD|SOUTHERN CO|398435212|XXXXXXX78001|-0.8415|0.9215|100000|
SOJE|USD|SOUTHERN CO|445554336|XXXXXXX78837|-1.0835|1.1635|25000|
SOL|USD|RENESOLA LTD-ADR|264402150|XXXXXXXT3014|-1.5496|1.6296|1500000|
SOLCF|USD|SOL GLOBAL INVESTMENTS CORP|339637366|CA78471G1000|-5.9803|6.0603|350000|
SOLN|USD|SO 6 3-4 08-01-22 PFD|379013593|XXXXXXX76021|-0.1907|0.2707|900000|
SOLO|USD|ELECTRAMECCANICA VEHICLES CO|317796980|CA2848492054|-4.4482|4.5282|400000|
SOLVY|USD|SOLVAY SA-SPONSORED ADR|249850162|XXXXXXX73035|-22.0201|22.1001|300|
SOLY|USD|SOLITON INC|353749203|XXXXXXX11008|-3.0418|3.1218|1100000|
SOMC|USD|SOUTHERN MICHIGAN BANCORP|30216663|XXXXXXXP1030|-4.0860|4.1660|2000|
SOME|USD|SOMERSET TRUST HOLDING CO|75218975|XXXXXXX61032|-2.7363|2.8163|600|
SOMLY|USD|SECOM CO LTD - UNSP - ADR|75219545|XXXXXXX32065|-2.5798|2.6598|10000|
SOMMY|USD|SUMITOMO CHEMICAL CO-UNS ADR|54968718|XXXXXXX21055|-44.5205|44.6005|8000|
SON|USD|SONOCO PRODUCTS CO|611273|XXXXXXX51027|-0.1700|0.2500|2600000|
SONO|USD|SONOS INC|328204984|XXXXXXXH1086|-0.1700|0.2500|2700000|
SONVY|USD|SONOVA HOLDING-UNSPON ADR|56347310|XXXXXXXC1027|-2.4445|2.5245|6000|
SONY|USD|SONY GROUP CORP - SP ADR|12268|XXXXXXX93076|-0.1778|0.2578|1400000|
SOPH|USD|SOPHIA GENETICS SA|504091775|CH1125843347|-3.1950|3.2750|40000|
SOQDQ|USD|SONDE RESOURCES CORP|140112665|CA8354262062|-2.7870|2.8670|400000|
SOR|USD|SOURCE CAPITAL INC|12312|XXXXXXX41053|-19.6295|19.7095|10000|
SOS|USD|SOS LTD|432280833|XXXXXXXW1062|-7.1279|7.2079|100000|
SOTGY|USD|SUNNY OPTICAL TECH-UNSP ADR|146438137|XXXXXXXT1051|-139.6695|139.7495|300|
SOTK|USD|SONO-TEK CORP|30216676|XXXXXXX31088|-2.7870|2.8670|600000|
SOUHY|USD|SOUTH32 - ADR|194153878|XXXXXXXL1052|-1.1670|1.2470|65000|
SOWG|USD|SOW GOOD INC|467292992|XXXXXXXH1068|-1.1187|1.1987|10000|
SOXL|USD|DIREXION DAILY SEMI BULL 3X|73340487|XXXXXXXW4583|-0.4293|0.5093|6000000|
SOXQ|USD|INVESCO PHLX SEMICONDUCTOR|496085613|XXXXXXXG6153|-3.3917|3.4717|350000|
SOXS|USD|DIREXION DAILY SEMI BEAR 3X|436977827|XXXXXXXG6908|-8.4366|8.5166|250000|
SOXX|USD|ISHARES SEMICONDUCTOR ETF|12658194|XXXXXXX75235|-0.9652|1.0452|55000|
SOYB|USD|TEUCRIUM SOYBEAN FUND|94440548|XXXXXXXA6073|-6.1590|6.2390|100000|
SP|USD|SP PLUS CORP|139457850|XXXXXXXC1036|-0.4147|0.4947|1800000|
SPAB|USD|SPDR PORTFOLIO AGGREGATE BON|45540687|XXXXXXXA6495|-0.9242|1.0042|1300000|
SPAK|USD|DEFIANCE NEXTGEN SPAC DERIVE|448085861|XXXXXXXB2043|-21.3418|21.4218|20000|
SPAQ|USD|SPARTAN ACQUISITION III-A|478596132|XXXXXXXR1068|-1.6445|1.7245|150000|
SPAQ U|USD|SPARTAN ACQUISITION CORP III|469976905|XXXXXXXR2058|-1.2266|1.3066|150000|
SPB|USD|SPECTRUM BRANDS HOLDINGS INC|325231495|XXXXXXXA1051|-0.1970|0.2770|2100000|
SPBO|USD|SPDR PORTFOLIO CORPORATE BON|86607525|XXXXXXXA1447|-6.0980|6.1780|5000|
SPBV|USD|SPORTS POUCH BEVERAGE CO INC|39909909|XXXXXXXJ1097|-0.8125|0.8925|50000|
SPCB|USD|SUPERCOM LTD|133625451|IL0010830961|-31.5750|31.6550|1000000|
SPCE|USD|VIRGIN GALACTIC HOLDINGS INC|388824891|XXXXXXXK1060|-0.4471|0.5271|8100000|
SPCO|USD|STEPHAN CO-THE|757593|XXXXXXX31036|-1.2379|1.3179|10000|
SPCX|USD|SPAC &amp; NEW ISSUE ETF|460497697|XXXXXXXL6728|-7.8448|7.9248|150000|
SPD|USD|SIMPLIFY US EQUITY PLUS DOWN|443757870|XXXXXXXN2027|-111.2981|111.3781|6000|
SPDC|USD|SPEED COMMERCE INC|229670913|XXXXXXXT3041|-1.4880|1.5680|1000|
SPDN|USD|DIREXION DLY S&amp;P 500 BEAR 1X|268386094|XXXXXXXE8690|-7.2979|7.3779|1000|
SPDV|USD|AAM S&amp;P 500 HIGH DIV VAL ETF|297889586|XXXXXXXA5948|-0.8797|0.9597|10000|
SPDW|USD|SPDR PORTFOLIO DEVELOPED WOR|45540794|XXXXXXXX8891|-0.8013|0.8813|3100000|
SPE|USD|SPECIAL OPPORTUNITIES FUND|71319847|XXXXXXXT1043|-54.5292|54.6092|50000|
SPEC|USD|SPECTRALCAST INC|141975906|XXXXXXX81014|-0.4617|0.5417|4000|
SPEM|USD|SPDR PORTFOLIO EMERGING MARK|45540759|XXXXXXXX5095|-0.8138|0.8938|5100000|
SPEU|USD|SPDR PORTFOLIO EUROPE ETF|45555866|XXXXXXXX1037|-5.9627|6.0427|95000|
SPEYF|USD|SPEY RESOURCES CORP|506636176|CA84840P1027|-0.8384|0.9184|5000|
SPFF|USD|GLOBAL X SUPERINCOME PREFER|110592039|XXXXXXXE3339|-2.7707|2.8507|300000|
SPFI|USD|SOUTH PLAINS FINANCIAL INC|365328979|XXXXXXXP1075|-1.6921|1.7721|250000|
SPFR|USD|JAWS SPITFIRE ACQUISITION-A|466739492|KYG507401027|-2.4442|2.5242|1600000|
SPFR U|USD|JAWS SPITFIRE ACQUISITION CO|458553470|KYG507401282|-1.1400|1.2200|5000|
SPFYF|USD|SPACEFY INC|389104724|CA84624Q1028|-33.0729|33.1529|50000|
SPG|USD|SIMON PROPERTY GROUP INC|2009113|XXXXXXX61091|-0.1700|0.2500|>10000000|
SPG PRJ|USD|SIMON PROPERTY GROUP, INC. 8.375% SER J|47068270|XXXXXXX68856|-18.5230|18.6030|8000|
SPGI|USD|S&amp;P GLOBAL INC|229629397|XXXXXXXV1044|-0.1887|0.2687|4900000|
SPGM|USD|SPDR PORTFOLIO MSCI GLOBAL S|103464320|XXXXXXXX4759|-9.2373|9.3173|100000|
SPGP|USD|INVESCO S&amp;P 500 GARP ETF|319357145|XXXXXXXV4317|-13.6876|13.7676|70000|
SPGS|USD|SIMON PROPERTY GROUP ACQUI-A|480646490|XXXXXXXR1032|-1.4973|1.5773|1100000|
SPGS U|USD|SIMON PROPERTY GROUP ACQUISI|471602251|XXXXXXXR2022|-1.5247|1.6047|150000|
SPGYF|USD|WHITECAP RESOURCES INC|80742576|CA96467A2002|-0.5006|0.5806|4500000|
SPGZ|USD|SPECTRUM GROUP INTERNATIONAL|151243747|XXXXXXXM2017|-0.1700|0.2500|1|
SPH|USD|SUBURBAN PROPANE PARTNERS LP|1433753|XXXXXXX21048|-1.9253|2.0053|750000|
SPHB|USD|INVESCO S&amp;P 500 HIGH BETA ET|319357119|XXXXXXXE3707|-9.2257|9.3057|25000|
SPHD|USD|INVESCO S&amp;P 500 HIGH DIVIDEN|319357122|XXXXXXXE3624|-1.1913|1.2713|95000|
SPHQ|USD|INVESCO S&amp;P 500 QUALITY ETF|319359474|XXXXXXXV2410|-6.8030|6.8830|200000|
SPHRY|USD|STARPHARMA HOLDINGS-SPON ADR|42872699|XXXXXXX31022|-5.5567|5.6367|800|
SPHS|USD|SOPHIRIS BIO INC|132803422|CA83578Q2099|-13.1792|13.2592|1600000|
